ap12d_No;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Heladera con freezer] - No
ap12e_Blanco;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Lavarropas] - Blanco
ap12e_No_disponible;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Lavarropas] - No disponible
ap12e_Multimarca;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Lavarropas] - Multimarca
ap12e_Sí;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Lavarropas] - Sí
ap12e_No;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Lavarropas] - No
ap12f_Blanco;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Consola de videojuegos (PlayStation, Nintendo Wii, Xbox, PC Gamer, otras)] - Blanco
ap12f_No_disponible;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Consola de videojuegos (PlayStation, Nintendo Wii, Xbox, PC Gamer, otras)] - No disponible
ap12f_Multimarca;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Consola de videojuegos (PlayStation, Nintendo Wii, Xbox, PC Gamer, otras)] - Multimarca
ap12f_Sí;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Consola de videojuegos (PlayStation, Nintendo Wii, Xbox, PC Gamer, otras)] - Sí
ap12f_No;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Consola de videojuegos (PlayStation, Nintendo Wii, Xbox, PC Gamer, otras)] - No
ap12g_Blanco;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Computadora (computadora de escritorio, laptop, netbook, etc.)] - Blanco
ap12g_No_disponible;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Computadora (computadora de escritorio, laptop, netbook, etc.)] - No disponible
ap12g_Multimarca;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Computadora (computadora de escritorio, laptop, netbook, etc.)] - Multimarca
ap12g_Sí;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Computadora (computadora de escritorio, laptop, netbook, etc.)] - Sí
ap12g_No;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Computadora (computadora de escritorio, laptop, netbook, etc.)] - No
ap12h_Blanco;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Tablet] - Blanco
ap12h_No_disponible;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Tablet] - No disponible
ap12h_Multimarca;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Tablet] - Multimarca
ap12h_Sí;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Tablet] - Sí
ap12h_No;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Tablet] - No
ap12i_Blanco;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Lector de libros digitales (e-book)] - Blanco
ap12i_No_disponible;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Lector de libros digitales (e-book)] - No disponible
ap12i_Multimarca;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Lector de libros digitales (e-book)] - Multimarca
ap12i_Sí;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Lector de libros digitales (e-book)] - Sí
ap12i_No;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Lector de libros digitales (e-book)] - No
ap12j_Blanco;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Auto] - Blanco
ap12j_No_disponible;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Auto] - No disponible
ap12j_Multimarca;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Auto] - Multimarca
ap12j_Sí;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Auto] - Sí
ap12j_No;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Auto] - No
ap12k_Blanco;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Conexión a Internet] - Blanco
ap12k_No_disponible;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Conexión a Internet] - No disponible
ap12k_Multimarca;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Conexión a Internet] - Multimarca
ap12k_Sí;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Conexión a Internet] - Sí
ap12k_No;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Conexión a Internet] - No
ap12l_Blanco;¿Disponés de los siguientes objetos, servicios o espacios en el lugar donde vivís?  [Servicio de streaming por suscripción (Netflix, Amazon, Disney+, otros)] - Blanco
